<pixelCNNMADE.PixelCNNMADE object at 0x7fb875860710>
         Train  Validation
1091  0.080659         NaN
1092  0.083488         NaN
1093  0.076368         NaN
1094  0.081888         NaN
1095  0.080233         NaN
1096  0.078695         NaN
1097  0.077864         NaN
1098  0.074513         NaN
1099  0.074470         NaN
1100  0.084339    0.079473
1101  0.078228         NaN
1102  0.078370         NaN
1103  0.078956         NaN
1104  0.078148         NaN
1105  0.080740         NaN
1106  0.078252         NaN
1107  0.077534         NaN
1108  0.073102         NaN
1109  0.076210         NaN
1110  0.074245         NaN
1111  0.078530         NaN
1112  0.078964         NaN
1113  0.079205         NaN
1114  0.077811         NaN
1115  0.080834         NaN
1116  0.080296         NaN
1117  0.076827         NaN
1118  0.079714         NaN
1119  0.079279         NaN
1120  0.080868         NaN
1121  0.078476         NaN
1122  0.080744         NaN
1123  0.081182         NaN
1124  0.079785         NaN
1125  0.079198         NaN
1126  0.076452         NaN
1127  0.079060         NaN
1128  0.077124         NaN
1129  0.076988         NaN
1130  0.079870         NaN
1131  0.077662         NaN
1132  0.079512         NaN
1133  0.079614         NaN
1134  0.077997         NaN
1135  0.079923         NaN
1136  0.075798         NaN
1137  0.078307         NaN
1138  0.081745         NaN
1139  0.080766         NaN
1140  0.078604         NaN
1141  0.083034         NaN
1142  0.078166         NaN
1143  0.076595         NaN
1144  0.078340         NaN
1145  0.077315         NaN
1146  0.077041         NaN
1147  0.075866         NaN
1148  0.075409         NaN
1149  0.076114         NaN
1150  0.075260         NaN
1151  0.076464         NaN
1152  0.073049         NaN
1153  0.075932         NaN
1154  0.077419         NaN
1155  0.074819         NaN
1156  0.076402         NaN
1157  0.073793         NaN
1158  0.076313         NaN
1159  0.071918         NaN
1160  0.073736         NaN
1161  0.077598         NaN
1162  0.074559         NaN
1163  0.075363         NaN
1164  0.073439         NaN
1165  0.078290         NaN
1166  0.077519         NaN
1167  0.074461         NaN
1168  0.078492         NaN
1169  0.080495         NaN
1170  0.079620         NaN
1171  0.076606         NaN
1172  0.074656         NaN
1173  0.077437         NaN
1174  0.086198         NaN
1175  0.080751         NaN
1176  0.079775         NaN
1177  0.078590         NaN
1178  0.075156         NaN
1179  0.077847         NaN
1180  0.075131         NaN
1181  0.076440         NaN
1182  0.072758         NaN
1183  0.076298         NaN
1184  0.076112         NaN
1185  0.074086         NaN
1186  0.074383         NaN
1187  0.074660         NaN
1188  0.074252         NaN
1189  0.076777         NaN
1190  0.078188         NaN
1191  0.072936         NaN
1192  0.071345         NaN
1193  0.069194         NaN
1194  0.074353         NaN
1195  0.072685         NaN
1196  0.076651         NaN
1197  0.076645         NaN
1198  0.070933         NaN
1199  0.076565         NaN
1200  0.078971    0.074925
1201  0.075112         NaN
1202  0.077090         NaN
1203  0.071033         NaN
1204  0.077017         NaN
1205  0.076300         NaN
1206  0.080602         NaN
1207  0.080988         NaN
1208  0.078446         NaN
1209  0.077002         NaN
1210  0.076915         NaN
1211  0.077054         NaN
1212  0.076523         NaN
1213  0.075221         NaN
1214  0.073340         NaN
1215  0.074716         NaN
1216  0.070597         NaN
1217  0.069232         NaN
1218  0.073936         NaN
1219  0.071549         NaN
1220  0.070270         NaN
1221  0.071396         NaN
1222  0.068590         NaN
1223  0.069677         NaN
1224  0.069803         NaN
1225  0.071519         NaN
1226  0.070590         NaN
1227  0.071204         NaN
1228  0.072899         NaN
1229  0.075100         NaN
1230  0.077603         NaN
1231  0.079187         NaN
