         Train  Validation
1009  7.483889         NaN
1010  7.487086         NaN
1011  7.478842         NaN
1012  7.478544         NaN
1013  7.475170         NaN
1014  7.481873         NaN
1015  7.484342         NaN
1016  7.483936         NaN
1017  7.482695         NaN
1018  7.487875         NaN
1019  7.481067         NaN
1020  7.478764         NaN
1021  7.477231         NaN
1022  7.480928         NaN
1023  7.480482         NaN
1024  7.482375         NaN
1025  7.487235         NaN
1026  7.483919         NaN
1027  7.487234         NaN
1028  7.478628         NaN
1029  7.478559         NaN
1030  7.475282         NaN
1031  7.482082         NaN
1032  7.484332         NaN
1033  7.483871         NaN
1034  7.482596         NaN
1035  7.488155         NaN
1036  7.481040         NaN
1037  7.478658         NaN
1038  7.477102         NaN
1039  7.480880         NaN
1040  7.480463         NaN
1041  7.482305         NaN
1042  7.487092         NaN
1043  7.484055         NaN
1044  7.487247         NaN
1045  7.478449         NaN
1046  7.478200         NaN
1047  7.475083         NaN
1048  7.482040         NaN
1049  7.484350         NaN
1050  7.483733         NaN
1051  7.482609         NaN
1052  7.487875         NaN
1053  7.480857         NaN
1054  7.478393         NaN
1055  7.477075         NaN
1056  7.480872         NaN
1057  7.480446         NaN
1058  7.482199         NaN
1059  7.487141         NaN
1060  7.483917         NaN
1061  7.487064         NaN
1062  7.478399         NaN
1063  7.478458         NaN
1064  7.475400         NaN
1065  7.481860         NaN
1066  7.483845         NaN
1067  7.483727         NaN
1068  7.482387         NaN
1069  7.487936         NaN
1070  7.480566         NaN
1071  7.478150         NaN
1072  7.477335         NaN
1073  7.480715         NaN
1074  7.480037         NaN
1075  7.482111         NaN
1076  7.487066         NaN
1077  7.483786         NaN
1078  7.486956         NaN
1079  7.478098         NaN
1080  7.478359         NaN
1081  7.475428         NaN
1082  7.481549         NaN
1083  7.483665         NaN
1084  7.483562         NaN
1085  7.482256         NaN
1086  7.487741         NaN
1087  7.480470         NaN
1088  7.478062         NaN
1089  7.477189         NaN
1090  7.480837         NaN
1091  7.479907         NaN
1092  7.481837         NaN
1093  7.487021         NaN
1094  7.483617         NaN
1095  7.486949         NaN
1096  7.478056         NaN
1097  7.478297         NaN
1098  7.475528         NaN
1099  7.481416         NaN
1100  7.483368    7.716740
1101  7.483474         NaN
1102  7.482346         NaN
1103  7.487810         NaN
1104  7.480270         NaN
1105  7.478126         NaN
1106  7.477037         NaN
1107  7.481002         NaN
1108  7.479815         NaN
1109  7.481721         NaN
1110  7.486996         NaN
1111  7.483596         NaN
1112  7.486708         NaN
1113  7.477762         NaN
1114  7.478331         NaN
1115  7.475327         NaN
1116  7.481415         NaN
1117  7.483334         NaN
1118  7.483251         NaN
1119  7.482238         NaN
1120  7.487581         NaN
1121  7.480214         NaN
1122  7.477760         NaN
1123  7.477006         NaN
1124  7.481140         NaN
1125  7.479792         NaN
1126  7.481505         NaN
1127  7.486782         NaN
1128  7.483428         NaN
1129  7.486791         NaN
1130  7.477661         NaN
1131  7.478055         NaN
1132  7.475194         NaN
1133  7.481445         NaN
1134  7.483358         NaN
1135  7.483054         NaN
1136  7.481903         NaN
1137  7.487319         NaN
1138  7.480140         NaN
1139  7.477430         NaN
1140  7.477131         NaN
1141  7.480875         NaN
1142  7.479779         NaN
1143  7.481390         NaN
1144  7.486725         NaN
1145  7.483324         NaN
1146  7.486639         NaN
1147  7.477485         NaN
1148  7.477818         NaN
1149  7.475252         NaN
1150  7.481456         NaN
1151  7.483412         NaN
1152  7.482798         NaN
1153  7.481986         NaN
1154  7.487276         NaN
1155  7.480064         NaN
1156  7.477534         NaN
1157  7.477046         NaN
1158  7.480670         NaN
1159  7.480040         NaN
1160  7.481431         NaN
1161  7.486412         NaN
1162  7.483347         NaN
1163  7.486621         NaN
1164  7.477731         NaN
1165  7.477707         NaN
1166  7.475128         NaN
1167  7.481490         NaN
1168  7.483680         NaN
1169  7.482710         NaN
1170  7.481579         NaN
1171  7.487194         NaN
1172  7.480215         NaN
1173  7.477864         NaN
1174  7.476654         NaN
1175  7.480579         NaN
1176  7.480276         NaN
1177  7.481781         NaN
1178  7.486207         NaN
1179  7.483183         NaN
1180  7.486784         NaN
1181  7.477921         NaN
1182  7.477599         NaN
1183  7.474942         NaN
1184  7.481488         NaN
1185  7.483912         NaN
1186  7.482661         NaN
1187  7.481771         NaN
1188  7.486717         NaN
1189  7.480333         NaN
1190  7.478385         NaN
1191  7.476575         NaN
1192  7.480301         NaN
1193  7.480227         NaN
1194  7.482126         NaN
1195  7.486042         NaN
1196  7.482695         NaN
1197  7.486525         NaN
1198  7.477786         NaN
1199  7.477907         NaN
1200  7.474898    7.716672
1201  7.481165         NaN
1202  7.483874         NaN
1203  7.482755         NaN
1204  7.481885         NaN
1205  7.486493         NaN
1206  7.479810         NaN
1207  7.478289         NaN
1208  7.476733         NaN
1209  7.480381         NaN
1210  7.479704         NaN
1211  7.482302         NaN
1212  7.486326         NaN
1213  7.482836         NaN
1214  7.486214         NaN
1215  7.477494         NaN
1216  7.477826         NaN
1217  7.474821         NaN
1218  7.481052         NaN
1219  7.483237         NaN
1220  7.482834         NaN
1221  7.482121         NaN
1222  7.486445         NaN
1223  7.479676         NaN
1224  7.477826         NaN
1225  7.476645         NaN
1226  7.480654         NaN
1227  7.479434         NaN
1228  7.481802         NaN
1229  7.486374         NaN
1230  7.483016         NaN
1231  7.486207         NaN
1232  7.477198         NaN
1233  7.477664         NaN
1234  7.474724         NaN
1235  7.481190         NaN
1236  7.483096         NaN
1237  7.482735         NaN
1238  7.481919         NaN
1239  7.486814         NaN
1240  7.479634         NaN
1241  7.477545         NaN
1242  7.476622         NaN
1243  7.480721         NaN
