Name: PixelCNN
Factorised: True
Learning rate: 0.001

         Train  Validation
1065  0.167475         NaN
1066  0.168836         NaN
1067  0.168637         NaN
1068  0.152992         NaN
1069  0.158704         NaN
1070  0.163126         NaN
1071  0.162078         NaN
1072  0.164905         NaN
1073  0.168323         NaN
1074  0.161711         NaN
1075  0.160684         NaN
1076  0.161521         NaN
1077  0.164461         NaN
1078  0.160524         NaN
1079  0.156764         NaN
1080  0.163770         NaN
1081  0.173265         NaN
1082  0.160006         NaN
1083  0.160653         NaN
1084  0.161637         NaN
1085  0.166452         NaN
1086  0.163240         NaN
1087  0.163391         NaN
1088  0.167841         NaN
1089  0.160083         NaN
1090  0.166719         NaN
1091  0.164799         NaN
1092  0.169613         NaN
1093  0.156728         NaN
1094  0.163205         NaN
1095  0.161846         NaN
1096  0.159907         NaN
1097  0.160717         NaN
1098  0.157388         NaN
1099  0.157092         NaN
1100  0.172348    0.160769
1101  0.156557         NaN
1102  0.162286         NaN
1103  0.159870         NaN
1104  0.164040         NaN
1105  0.169086         NaN
1106  0.163149         NaN
1107  0.161215         NaN
1108  0.154259         NaN
1109  0.158590         NaN
1110  0.153084         NaN
1111  0.157524         NaN
1112  0.163404         NaN
1113  0.158203         NaN
1114  0.154037         NaN
1115  0.160760         NaN
1116  0.155923         NaN
1117  0.151151         NaN
1118  0.157620         NaN
1119  0.153429         NaN
1120  0.163547         NaN
1121  0.153001         NaN
1122  0.156563         NaN
1123  0.160447         NaN
1124  0.156163         NaN
1125  0.158417         NaN
1126  0.157462         NaN
1127  0.157428         NaN
1128  0.158981         NaN
1129  0.152560         NaN
1130  0.152676         NaN
1131  0.164428         NaN
1132  0.159121         NaN
1133  0.160532         NaN
1134  0.162707         NaN
1135  0.163994         NaN
1136  0.160651         NaN
1137  0.160326         NaN
1138  0.172940         NaN
1139  0.166861         NaN
1140  0.163856         NaN
1141  0.173933         NaN
1142  0.164248         NaN
1143  0.160831         NaN
1144  0.164294         NaN
1145  0.161549         NaN
1146  0.163683         NaN
1147  0.160334         NaN
1148  0.159306         NaN
1149  0.162268         NaN
1150  0.160740         NaN
1151  0.164281         NaN
1152  0.155655         NaN
1153  0.161652         NaN
1154  0.163991         NaN
1155  0.159474         NaN
1156  0.161968         NaN
1157  0.159104         NaN
1158  0.166354         NaN
1159  0.157428         NaN
1160  0.156580         NaN
1161  0.173408         NaN
1162  0.158643         NaN
1163  0.159566         NaN
1164  0.160502         NaN
1165  0.170751         NaN
1166  0.167902         NaN
1167  0.159349         NaN
1168  0.158384         NaN
1169  0.162451         NaN
1170  0.161268         NaN
1171  0.151748         NaN
1172  0.151756         NaN
1173  0.160357         NaN
1174  0.165907         NaN
1175  0.155367         NaN
1176  0.162365         NaN
1177  0.158931         NaN
1178  0.153990         NaN
1179  0.162387         NaN
1180  0.157597         NaN
1181  0.157126         NaN
1182  0.153200         NaN
1183  0.161439         NaN
1184  0.165017         NaN
1185  0.157635         NaN
1186  0.160784         NaN
1187  0.152222         NaN
1188  0.154129         NaN
1189  0.158229         NaN
1190  0.161673         NaN
1191  0.156278         NaN
1192  0.149199         NaN
1193  0.148429         NaN
1194  0.156596         NaN
1195  0.154281         NaN
1196  0.163888         NaN
1197  0.159162         NaN
1198  0.153425         NaN
1199  0.160309         NaN
1200  0.165161    0.158140
1201  0.157690         NaN
1202  0.159892         NaN
1203  0.151806         NaN
1204  0.162194         NaN
1205  0.162129         NaN
1206  0.166465         NaN
1207  0.163252         NaN
1208  0.159497         NaN
1209  0.161168         NaN
1210  0.158578         NaN
1211  0.164533         NaN
1212  0.159553         NaN
1213  0.158286         NaN
1214  0.157682         NaN
1215  0.162609         NaN
1216  0.152615         NaN
1217  0.152423         NaN
1218  0.159944         NaN
1219  0.153829         NaN
1220  0.152021         NaN
1221  0.150080         NaN
1222  0.146788         NaN
1223  0.148831         NaN
1224  0.149238         NaN
1225  0.158074         NaN
1226  0.153309         NaN
1227  0.156924         NaN
1228  0.157955         NaN
1229  0.164478         NaN
1230  0.154314         NaN
